0    2     1     1     3     4     1     2     3     1     2
0    3     3     2     5     5     4     4     4     5     5
3.0 0.193 0.158 0.596 0.017 0.344 0.659 0.395 0.132 0.085 0.051
3.2 0.196 0.170 0.627 0.017 0.342 0.661 0.397 0.132 0.084 0.051
3.4 0.209 0.187 0.682 0.017 0.337 0.666 0.400 0.133 0.084 0.050
3.6 0.222 0.200 0.727 0.017 0.332 0.673 0.404 0.135 0.084 0.050
3.8 0.230 0.206 0.751 0.017 0.324 0.682 0.409 0.136 0.083 0.050
4.0 0.234 0.207 0.759 0.017 0.315 0.690 0.414 0.138 0.083 0.050
4.2 0.234 0.205 0.753 0.018 0.306 0.698 0.419 0.140 0.083 0.050
4.4 0.236 0.201 0.754 0.025 0.302 0.706 0.424 0.141 0.083 0.050
4.6 0.305 0.223 0.998 0.042 0.304 0.720 0.432 0.144 0.087 0.052
4.8 0.682 0.361 2.353 0.068 0.308 0.746 0.448 0.149 0.093 0.056
5.0 1.536 0.671 5.371 0.096 0.315 0.781 0.469 0.156 0.101 0.060
5.2 2.523 1.016 8.714 0.116 0.321 0.809 0.485 0.162 0.107 0.064
5.4 3.097 1.198 10.485 0.122 0.322 0.811 0.487 0.162 0.109 0.065
5.6 3.066 1.164 10.191 0.111 0.318 0.777 0.466 0.156 0.105 0.063
5.8 2.617 0.991 8.582 0.092 0.313 0.706 0.424 0.142 0.095 0.057
6.0 2.024 0.777 6.587 0.071 0.311 0.608 0.365 0.124 0.081 0.049
*** NeIII collision strength data
*** SOURCE1  'McLaughlin & Bell, 2000, JPBAMP, 33, 597'
*** NOTE1    'All collision strengths'
