0   0  1.8000e+03 4.5000e+03 9.0000e+03 1.8000e+04 4.5000e+04 9.0000e+04 1.8000e+05 4.5000e+05 9.0000e+05 1.8000e+06
1 2  1.99000000e+00 2.48000000e+00 2.97000000e+00 3.16000000e+00 2.69000000e+00 2.15000000e+00 1.71000000e+00 1.32000000e+00 1.10000000e+00 9.16000000e-01
1 3  8.93000000e-01 1.11000000e+00 1.37000000e+00 1.48000000e+00 1.24000000e+00 9.77000000e-01 7.49000000e-01 5.33000000e-01 4.13000000e-01 3.22000000e-01
1 4  3.94000000e-01 5.02000000e-01 6.46000000e-01 7.17000000e-01 6.24000000e-01 5.02000000e-01 3.90000000e-01 2.73000000e-01 2.03000000e-01 1.47000000e-01
1 5  1.14000000e-01 1.44000000e-01 1.90000000e-01 2.16000000e-01 1.93000000e-01 1.58000000e-01 1.25000000e-01 8.86000000e-02 6.64000000e-02 4.87000000e-02
1 6  2.42000000e-01 2.51000000e-01 2.50000000e-01 2.36000000e-01 2.12000000e-01 1.96000000e-01 1.83000000e-01 1.60000000e-01 1.32000000e-01 9.88000000e-02
1 7  1.48000000e+00 1.45000000e+00 1.44000000e+00 1.42000000e+00 1.34000000e+00 1.25000000e+00 1.16000000e+00 9.78000000e-01 7.83000000e-01 5.72000000e-01
1 8  6.46000000e-01 6.61000000e-01 6.62000000e-01 6.60000000e-01 6.30000000e-01 5.90000000e-01 5.46000000e-01 4.60000000e-01 3.68000000e-01 2.69000000e-01
1 9  2.10000000e-01 2.20000000e-01 2.21000000e-01 2.07000000e-01 1.69000000e-01 1.40000000e-01 1.17000000e-01 9.30000000e-02 7.34000000e-02 5.35000000e-02
1 10  1.80000000e-01 1.56000000e-01 1.45000000e-01 1.38000000e-01 1.30000000e-01 1.24000000e-01 1.18000000e-01 1.04000000e-01 8.48000000e-02 6.33000000e-02
1 11  5.38000000e-02 4.72000000e-02 4.23000000e-02 3.91000000e-02 3.77000000e-02 3.68000000e-02 3.51000000e-02 3.03000000e-02 2.45000000e-02 1.81000000e-02
1 12  4.81000000e-01 5.27000000e-01 5.32000000e-01 5.01000000e-01 4.47000000e-01 4.14000000e-01 3.82000000e-01 3.26000000e-01 2.64000000e-01 1.95000000e-01
1 13  2.72000000e-01 2.85000000e-01 2.89000000e-01 2.81000000e-01 2.64000000e-01 2.51000000e-01 2.36000000e-01 2.03000000e-01 1.64000000e-01 1.22000000e-01
1 14  9.61000000e-02 8.97000000e-02 8.89000000e-02 8.73000000e-02 8.21000000e-02 7.74000000e-02 7.20000000e-02 6.12000000e-02 4.93000000e-02 3.64000000e-02
1 15  1.53000000e+00 1.41000000e+00 1.33000000e+00 1.24000000e+00 1.08000000e+00 9.64000000e-01 8.74000000e-01 7.43000000e-01 6.02000000e-01 4.45000000e-01
1 16  6.69000000e-01 6.08000000e-01 5.57000000e-01 5.18000000e-01 4.48000000e-01 3.88000000e-01 3.36000000e-01 2.71000000e-01 2.14000000e-01 1.55000000e-01
1 17  2.32000000e-01 2.02000000e-01 1.71000000e-01 1.45000000e-01 1.12000000e-01 9.13000000e-02 7.51000000e-02 5.74000000e-02 4.42000000e-02 3.16000000e-02
1 18  5.18000000e-01 8.59000000e-01 1.18000000e+00 1.27000000e+00 1.07000000e+00 8.02000000e-01 5.55000000e-01 3.22000000e-01 2.08000000e-01 1.30000000e-01
1 19  2.75000000e-01 2.28000000e-01 1.64000000e-01 1.05000000e-01 5.23000000e-02 2.96000000e-02 1.63000000e-02 7.17000000e-03 3.80000000e-03 2.01000000e-03
1 20  2.72000000e-01 3.06000000e-01 3.40000000e-01 3.46000000e-01 3.12000000e-01 2.81000000e-01 2.55000000e-01 2.15000000e-01 1.74000000e-01 1.28000000e-01
1 21  1.43000000e-01 1.44000000e-01 1.56000000e-01 1.62000000e-01 1.51000000e-01 1.37000000e-01 1.23000000e-01 1.01000000e-01 8.02000000e-02 5.84000000e-02
1 22  5.74000000e-01 6.95000000e-01 7.54000000e-01 7.28000000e-01 6.17000000e-01 5.36000000e-01 4.75000000e-01 3.99000000e-01 3.23000000e-01 2.39000000e-01
1 23  1.23000000e-02 9.71000000e-03 8.86000000e-03 8.02000000e-03 6.23000000e-03 4.54000000e-03 2.98000000e-03 1.57000000e-03 9.36000000e-04 5.53000000e-04
1 24  3.57000000e-03 5.69000000e-03 6.07000000e-03 5.31000000e-03 3.54000000e-03 2.38000000e-03 1.49000000e-03 7.28000000e-04 4.01000000e-04 2.16000000e-04
1 25  3.13000000e-02 3.38000000e-02 3.31000000e-02 2.80000000e-02 1.85000000e-02 1.26000000e-02 8.27000000e-03 4.73000000e-03 3.09000000e-03 1.98000000e-03
1 26  9.09000000e-01 1.35000000e+00 1.58000000e+00 1.54000000e+00 1.26000000e+00 9.96000000e-01 8.03000000e-01 7.07000000e-01 7.24000000e-01 7.71000000e-01
1 27  6.28000000e-02 7.01000000e-02 5.76000000e-02 4.15000000e-02 2.48000000e-02 1.64000000e-02 1.08000000e-02 6.27000000e-03 4.14000000e-03 2.67000000e-03
1 28  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1 29  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1 30  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1 31  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1 32  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1 33  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
1 34  0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00 0.00000000e+00
2 3  1.55000000e+00 1.82000000e+00 2.12000000e+00 2.23000000e+00 1.93000000e+00 1.58000000e+00 1.30000000e+00 1.05000000e+00 8.93000000e-01 7.42000000e-01
2 4  6.50000000e-01 7.78000000e-01 9.03000000e-01 9.29000000e-01 7.54000000e-01 5.80000000e-01 4.40000000e-01 3.24000000e-01 2.72000000e-01 2.37000000e-01
2 5  1.76000000e-01 2.34000000e-01 2.75000000e-01 2.77000000e-01 2.17000000e-01 1.62000000e-01 1.18000000e-01 7.77000000e-02 5.50000000e-02 3.71000000e-02
