3d6                 | 5D     |   4 |                0.0    |     L7185
                    |        |   3 |              889.7    |          
                    |        |   2 |             1489.9    |          
                    |        |   1 |             1871.5    |          
                    |        |   0 |             2057.6    |          
                    |        |     |                       |           
3d6                 | 3P2    |   2 |            26153.0    |          
                    |        |     |                       |           
3d6                 | 3H     |   6 |            27111.2    |          
                    |        |   5 |            27578.2    |          
                    |        |   4 |            27858.8    |          
                    |        |     |                       |           
3d6                 | 3P2    |   1 |            28697.6    |          
                    |        |     |                       |           
3d6                 | 3F2    |   4 |            29123.7    |          
                    |        |   3 |            29570.8    |          
                    |        |     |                       |           
3d6                 | 3P2    |   0 |            29640.0    |          
                    |        |     |                       |           
3d6                 | 3F2    |   2 |            29899.2    |          
                    |        |     |                       |           
3d6                 | 3G     |   5 |            33256.5    |          
                    |        |   4 |            34061.7    |          
                    |        |   3 |            34416.4    |          
                    |        |     |                       |           
3d6                 | 1I     |   6 |            41252.2    |          
                    |        |     |                       |           
3d6                 | 3D     |   2 |            41626.9    |          
                    |        |   1 |            41701.1    |          
                    |        |   3 |            41920.2    |          
                    |        |     |                       |           
3d6                 | 1G2    |   4 |            42208.1    |          
                    |        |     |                       |           
3d6                 | 1S2    |   0 |            47699.7    |          
                    |        |     |                       |           
3d6                 | 1D2    |   2 |            48607.0    |          
                    |        |     |                       |           
3d6                 | 1F     |   3 |            57924.1    |          
                    |        |     |                       |           
3d6                 | 3P1    |   0 |            66737.8    |          
                    |        |   1 |            67547.9    |          
                    |        |     |                       |           
3d6                 | 3F1    |   2 |            68632.1    |          
                    |        |   4 |            68718.7    |          
                    |        |   3 |            68854.7    |          
                    |        |     |                       |           
3d6                 | 3P1    |   2 |            69156.1    |          
                    |        |     |                       |           
3d6                 | 1G1    |   4 |            77899.5    |          
                    |        |     |                       |           
3d6                 | 1D1    |   2 |           104420.5    |          
                    |        |     |                       |           
3d5.(6S).4s         | 7S     |   3 |           164525.9    |          
                    |        |     |                       |           
3d5.(6S).4s         | 5S     |   2 |           178019.8    |          
                    |        |     |                       |           
3d5.(4G).4s         | 5G     |   6 |           208046.4    |          
                    |        |   5 |           208131.0    |          
                    |        |   2 |           208151.5    |          
                    |        |   4 |           208163.7    |          
                    |        |   3 |           208164.6    |          
                    |        |     |                       |           
3d5.(4P).4s         | 5P     |   3 |           212095.8    |          
                    |        |   2 |           212253.4    |          
                    |        |   1 |           212455.7    |          
                    |        |     |                       |           
3d5.(4D).4s         | 5D     |   4 |           216189.9    |          
                    |        |   0 |           216305.7    |          
                    |        |   1 |           216434.7    |          
                    |        |   2 |           216590.5    |          
                    |        |   3 |           216596.0    |          
                    |        |     |                       |           
3d5.(4G).4s         | 3G     |   5 |           217048.7    |          
                    |        |   3 |           217101.0    |          
                    |        |   4 |           217129.1    |          
                    |        |     |                       |           
3d5.(4P).4s         | 3P     |   2 |           221087.6    |          
                    |        |   1 |           221429.0    |          
                    |        |     |                       |           
3d5.(4D).4s         | 3D     |   3 |           225200.7    |          
                    |        |   1 |           225545.1    |          
                    |        |   2 |           225616.5    |          
                    |        |     |                       |           
3d5.(2I).4s         | 3I     |   6 |           229408.8    |          
                    |        |   5 |           229413.0    |          
                    |        |   7 |           229440.6    |          
                    |        |     |                       |           
3d5.(2D3).4s        | 3D     |   3 |           232545.9    |          
                    |        |   2 |           232655.6    |          
                    |        |   1 |           232910.8    |          
                    |        |     |                       |           
3d5.(2I).4s         | 1I     |   6 |           233839.2    |          
                    |        |     |                       |           
3d5.(4F).4s         | 5F     |   5 |           234082.1    |          
                    |        |   4 |           234125.4    |          
                    |        |   3 |           234275.2    |          
                    |        |   2 |           234412.7    |          
                    |        |   1 |           235116.5    |          
                    |        |     |                       |           
3d5.(2F1).4s        | 3F     |   4 |           235420.6    |          
                    |        |   2 |           235736.5    |          
                    |        |   3 |           236454.1    |          
                    |        |     |                       |           
3d5.(2D3).4s        | 1D     |   2 |           239107.7    |          
                    |        |     |                       |           
3d5.(2F1).4s        | 1F     |   3 |           240193.8    |          
                    |        |     |                       |           
3d5.(2H).4s         | 3H     |   4 |           240959.6    |          
                    |        |   5 |           241082.2    |          
                    |        |   6 |           241773.6    |          
                    |        |     |                       |           
3d5.(2G2).4s        | 3G     |   3 |           242290.4    |          
                    |        |   4 |           242504.3    |          
                    |        |     |                       |           
3d5.(6S).4p         | 7P*    |   2 |           242837.0    |          
                    |        |     |                       |           
3d5.(2G2).4s        | 3G     |   5 |           242862.6    |          
                    |        |     |                       |           
3d5.(4F).4s         | 3F     |   2 |           243266.2    |          
                    |        |   4 |           243331.5    |          
                    |        |   3 |           243370.5    |          
                    |        |     |                       |           
3d5.(6S).4p         | 7P*    |   3 |           243608.5    |          
                    |        |   4 |           244900.5    |          
                    |        |     |                       |           
3d5.(2H).4s         | 1H     |   5 |           246240.9    |          
                    |        |     |                       |           
3d5.(2G2).4s        | 1G     |   4 |           247049.1    |          
                    |        |     |                       |           
3d5.(2F2).4s        | 3F     |   3 |           247104.9    |          
                    |        |   2 |           247165.0    |          
                    |        |   4 |           247281.8    |          
                    |        |     |                       |           
3d5.(2F2).4s        | 1F     |   3 |           251654.9    |          
                    |        |     |                       |           
3d5.(6S).4p         | 5P*    |   3 |           253862.7    |          
                    |        |     |                       |           
3d5.(2S).4s         | 3S     |   1 |           253905.2    |          
                    |        |     |                       |           
3d5.(6S).4p         | 5P*    |   2 |           254495.6    |          
                    |        |   1 |           254885.0    |          
                    |        |     |                       |           
3d5.(2D2).4s        | 3D     |   1 |           263700.9    |          
                    |        |   2 |           263735.7    |          
                    |        |   3 |           263805.8    |          
                    |        |     |                       |           
3d5.(2D2).4s        | 1D     |   2 |           268273.9    |          
                    |        |     |                       |           
3d5.(2G1).4s        | 3G     |   5 |           274695.4    |          
                    |        |   4 |           274738.6    |          
                    |        |   3 |           274773.5    |          
                    |        |     |                       |           
3d5.(2G1).4s        | 1G     |   4 |           279199.5    |          
                    |        |     |                       |           
3d5.(4G).4p         | 5G*    |   2 |           284215.5    |          
                    |        |   3 |           284249.0    |          
