*** SII collision strengths data
0 0 3.500e+00 3.600e+00 3.700e+00 3.800e+00 3.900e+00 4.000e+00 4.100e+00 4.200e+00 4.400e+00 4.600e+00 4.800e+00 5.000e+00
1 2 3.180e+00 3.130e+00 3.060e+00 2.970e+00 2.870e+00 2.760e+00 2.650e+00 2.550e+00 2.360e+00 2.180e+00 1.960e+00 1.690e+00
1 3 4.770e+00 4.690e+00 4.580e+00 4.450e+00 4.300e+00 4.140e+00 3.980e+00 3.820e+00 3.540e+00 3.270e+00 2.940e+00 2.540e+00
1 4 1.230e+00 1.230e+00 1.230e+00 1.220e+00 1.200e+00 1.170e+00 1.140e+00 1.110e+00 1.040e+00 9.650e-01 8.590e-01 7.200e-01
1 5 2.460e+00 2.470e+00 2.460e+00 2.440e+00 2.400e+00 2.350e+00 2.290e+00 2.220e+00 2.090e+00 1.930e+00 1.720e+00 1.450e+00
1 6 4.230e+00 4.080e+00 3.910e+00 3.730e+00 3.550e+00 3.390e+00 3.230e+00 3.100e+00 2.870e+00 2.660e+00 2.450e+00 2.240e+00
1 7 2.820e+00 2.720e+00 2.610e+00 2.490e+00 2.370e+00 2.260e+00 2.150e+00 2.060e+00 1.910e+00 1.770e+00 1.620e+00 1.480e+00
1 8 1.410e+00 1.360e+00 1.300e+00 1.240e+00 1.180e+00 1.130e+00 1.080e+00 1.030e+00 9.570e-01 8.860e-01 8.140e-01 7.460e-01
2 3 7.990e+00 8.010e+00 7.980e+00 7.870e+00 7.690e+00 7.470e+00 7.220e+00 6.950e+00 6.420e+00 5.920e+00 5.390e+00 4.790e+00
2 4 2.140e+00 2.080e+00 2.010e+00 1.940e+00 1.870e+00 1.790e+00 1.720e+00 1.660e+00 1.570e+00 1.510e+00 1.460e+00 1.420e+00
2 5 3.380e+00 3.320e+00 3.250e+00 3.170e+00 3.080e+00 3.000e+00 2.910e+00 2.820e+00 2.680e+00 2.550e+00 2.400e+00 2.240e+00
2 6 3.890e-01 3.850e-01 3.820e-01 3.780e-01 3.750e-01 3.720e-01 3.680e-01 3.630e-01 3.490e-01 3.330e-01 3.150e-01 3.000e-01
2 7 7.960e-01 7.830e-01 7.690e-01 7.540e-01 7.380e-01 7.210e-01 7.020e-01 6.820e-01 6.380e-01 5.870e-01 5.300e-01 4.760e-01
2 8 5.590e-01 5.500e-01 5.390e-01 5.280e-01 5.150e-01 5.020e-01 4.880e-01 4.730e-01 4.410e-01 4.020e-01 3.600e-01 3.170e-01
3 4 2.460e+00 2.420e+00 2.370e+00 2.320e+00 2.260e+00 2.200e+00 2.140e+00 2.080e+00 1.970e+00 1.880e+00 1.760e+00 1.640e+00
3 5 5.820e+00 5.680e+00 5.520e+00 5.350e+00 5.170e+00 4.990e+00 4.810e+00 4.650e+00 4.400e+00 4.210e+00 4.030e+00 3.870e+00
3 6 1.790e+00 1.760e+00 1.730e+00 1.700e+00 1.660e+00 1.620e+00 1.580e+00 1.540e+00 1.440e+00 1.320e+00 1.190e+00 1.070e+00
3 7 6.580e-01 6.480e-01 6.390e-01 6.290e-01 6.190e-01 6.080e-01 5.960e-01 5.830e-01 5.520e-01 5.160e-01 4.750e-01 4.350e-01
3 8 1.680e-01 1.660e-01 1.650e-01 1.640e-01 1.630e-01 1.620e-01 1.610e-01 1.590e-01 1.550e-01 1.480e-01 1.420e-01 1.390e-01
4 5 3.070e+00 3.030e+00 2.980e+00 2.900e+00 2.810e+00 2.710e+00 2.610e+00 2.500e+00 2.310e+00 2.160e+00 2.010e+00 1.850e+00
4 6 2.970e-01 2.930e-01 2.890e-01 2.850e-01 2.810e-01 2.780e-01 2.750e-01 2.720e-01 2.670e-01 2.580e-01 2.450e-01 2.290e-01
4 7 4.120e-01 4.050e-01 3.980e-01 3.900e-01 3.820e-01 3.750e-01 3.670e-01 3.600e-01 3.450e-01 3.270e-01 3.030e-01 2.760e-01
4 8 2.700e-01 2.660e-01 2.610e-01 2.550e-01 2.500e-01 2.440e-01 2.390e-01 2.330e-01 2.220e-01 2.100e-01 1.950e-01 1.780e-01
5 6 1.170e+00 1.150e+00 1.130e+00 1.110e+00 1.090e+00 1.070e+00 1.050e+00 1.030e+00 9.860e-01 9.370e-01 8.720e-01 7.930e-01
5 7 5.680e-01 5.590e-01 5.500e-01 5.400e-01 5.310e-01 5.220e-01 5.140e-01 5.060e-01 4.900e-01 4.690e-01 4.400e-01 4.050e-01
5 8 2.200e-01 2.160e-01 2.130e-01 2.100e-01 2.070e-01 2.040e-01 2.020e-01 1.990e-01 1.950e-01 1.880e-01 1.790e-01 1.690e-01
6 7 7.570e+00 7.350e+00 7.100e+00 6.820e+00 6.530e+00 6.220e+00 5.920e+00 5.630e+00 5.130e+00 4.690e+00 4.300e+00 3.930e+00
6 8 3.600e+00 3.470e+00 3.330e+00 3.180e+00 3.010e+00 2.850e+00 2.680e+00 2.520e+00 2.230e+00 1.990e+00 1.800e+00 1.660e+00
7 8 2.740e+00 2.690e+00 2.630e+00 2.550e+00 2.470e+00 2.390e+00 2.310e+00 2.230e+00 2.110e+00 2.010e+00 1.900e+00 1.780e+00
*** T_UNIT log(K)
*** ATOM sulfur
*** SPECTRUM 2
*** SOURCE1 Ramsbottom, Bell & Stafford, 1996, ADNDT, 63, 57.
*** NOTE1 collision strengths 
*** GSCONFIG p3
