0 0 3.699e+00 4.000e+00 4.301e+00 4.477e+00
1 2 5.240e-01 5.648e-01 6.007e-01 6.116e-01
1 3 2.469e-01 2.766e-01 3.106e-01 3.264e-01
1 4 2.347e-01 2.693e-01 3.094e-01 3.256e-01
1 5 4.094e-02 4.069e-02 4.299e-02 4.424e-02
1 6 1.130e-01 1.239e-01 1.346e-01 1.373e-01
2 3 1.210e+00 1.330e+00 1.451e+00 1.499e+00
2 4 7.067e-01 8.108e-01 9.313e-01 9.802e-01
2 5 1.228e-01 1.223e-01 1.294e-01 1.332e-01
2 6 3.390e-01 3.717e-01 4.038e-01 4.119e-01
3 4 1.188e+00 1.363e+00 1.564e+00 1.645e+00
3 5 2.045e-01 2.046e-01 2.170e-01 2.235e-01
3 6 5.650e-01 6.195e-01 6.730e-01 6.865e-01
4 5 4.544e-01 5.661e-01 6.230e-01 6.219e-01
4 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00
5 6 0.000e+00 0.000e+00 0.000e+00 0.000e+00
*** O III collision strengths 
*** T_UNIT log(K)
*** ATOM oxygen
*** SPECTRUM 3
*** N_LEVELS 6
*** GSCONFIG p2
*** SOURCE1 Palay, E. et al. 2012, MNRAS Letters, 423, L35
*** NOTE1 All collision strengths from levels up to 5
*** SOURCE2 Aggarwal and Keenan 1999, ApJS 123, 311
*** NOTE2 Collision strengths of 6-1, 6-2, 6-3
