       0       0   3.301   3.602   3.778   3.903   4.000   4.079   4.146   4.204   4.255   4.301   4.699
       1       2   0.782   0.992   1.154   1.240   1.281   1.300   1.309   1.311   1.311   1.309   1.263
       1       3   1.033   1.092   1.095   1.086   1.078   1.072   1.068   1.064   1.061   1.057   0.995
       1       4   0.536   0.588   0.630   0.653   0.662   0.665   0.664   0.660   0.657   0.652   0.584
       1       5   0.122   0.124   0.127   0.131   0.133   0.136   0.138   0.140   0.142   0.143   0.140
       2       3   3.692   4.278   4.406   4.391   4.344   4.294   4.249   4.209   4.172   4.140   3.782
       2       4   1.414   1.666   1.847   1.950   2.004   2.029   2.039   2.042   2.040   2.036   1.900
       2       5   0.406   0.417   0.426   0.433   0.439   0.447   0.454   0.460   0.466   0.471   0.459
       3       4   2.728   3.183   3.485   3.657   3.747   3.791   3.811   3.818   3.818   3.813   3.565
       3       5   0.871   0.858   0.847   0.838   0.835   0.834   0.835   0.836   0.838   0.838   0.755
       4       5   1.372   1.239   1.242   1.296   1.366   1.432   1.491   1.542   1.584   1.617   1.696
*** Br IV effective collision strength data
*** ATOM bromine
*** SPECTRUM 4
*** N_LEVELS 5
*** T_UNIT	log(K) 
*** SOURCE1	Schoning 1997 A&AS, 122, 277 
*** NOTE1 	Collision Strengths (scaled from Kr V effective collision strengths)
